Icon,Name,Start Time,Grid Northing (m),Grid Easting (m),Elevation (m),Code,Solution Type,PP Correction Status,Control,Note,Photo Notes,Layer,Source,Std Dev n (m),Std Dev e (m),Std Dev u (m),Std Dev Hz (m),Color,Point Symbol,Antenna Type,Antenna Height (m),Ant Height Method,Stop Time,Duration,GPS Satellites,GLONASS Satellites,PDOP,HDOP,VDOP,Geoid Separation (m),Weighted residual n (m),Weighted residual e (m),Weighted residual u (m)
 ,20240720112650 2024-07-20 11:34:06.734218100 AM,7/20/2024 11:34,3490212.318,220347.349,2671.018,USER,Fixed,Corrected,None,129, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720112650 2024-07-20 11:39:17.437202000 AM,7/20/2024 11:39,3490144.696,220549.214,2669.636,USER,Fixed,Corrected,None,257, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720115140 2024-07-20 11:55:06.686004600 AM,7/20/2024 11:55,3490153.088,220614.154,2634.816,USER,Fixed,Corrected,None,24, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.43,0.728,1.231, , , , 
 ,20240720112650 2024-07-20 11:34:54.542305900 AM,7/20/2024 11:34,3489973.178,220499.574,2670.836,USER,Fixed,Corrected,None,148, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:30:14.360840800 AM,7/20/2024 11:30,3490385.67,220193.385,2670.7,USER,Fixed,Corrected,None,23, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.179, , , , 
 ,20240720112650 2024-07-20 11:35:22.525389200 AM,7/20/2024 11:35,3490223.678,220375.65,2668.273,USER,Fixed,Corrected,None,162, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.096, , , , 
 ,20240720112650 2024-07-20 11:32:47.759453100 AM,7/20/2024 11:32,3490700.444,220071.042,2670.223,USER,Fixed,Corrected,None,95, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.353,0.698,1.159, , , , 
 ,20240720112650 2024-07-20 11:34:28.731272700 AM,7/20/2024 11:34,3490015.646,220445.057,2672.077,USER,Fixed,Corrected,None,140, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:37:09.835344300 AM,7/20/2024 11:37,3490032.355,220538.063,2668.902,USER,Fixed,Corrected,None,205, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:39:27.430185800 AM,7/20/2024 11:39,3490233.877,220505.3,2668.638,USER,Fixed,Corrected,None,262, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.56,0.833,1.319, , , , 
 ,20240720112650 2024-07-20 11:31:41.751311300 AM,7/20/2024 11:31,3490110.042,220363.402,2670.488,USER,Fixed,Corrected,None,62, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.356,0.699,1.162, , , , 
 ,20240720115140 2024-07-20 11:55:08.663053800 AM,7/20/2024 11:55,3490170.657,220605.444,2634.824,USER,Fixed,Corrected,None,25, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.43,0.728,1.231, , , , 
 ,20240720112650 2024-07-20 11:34:56.529670500 AM,7/20/2024 11:34,3489991.11,220490.797,2670.784,USER,Fixed,Corrected,None,149, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:38:33.356133000 AM,7/20/2024 11:38,3490105.144,220535.669,2669.633,USER,Fixed,Corrected,None,240, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:34:12.718272000 AM,7/20/2024 11:34,3490158.67,220374.115,2670.777,USER,Fixed,Corrected,None,132, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720115140 2024-07-20 11:55:04.660488400 AM,7/20/2024 11:55,3490134.969,220623.129,2634.674,USER,Fixed,Corrected,None,23, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.43,0.728,1.231, , , , 
 ,20240720112650 2024-07-20 11:35:00.542046100 AM,7/20/2024 11:35,3490026.945,220472.986,2670.929,USER,Fixed,Corrected,None,151, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:39:23.445167100 AM,7/20/2024 11:39,3490198.5,220522.915,2669.201,USER,Fixed,Corrected,None,260, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.559,0.833,1.318, , , , 
 ,20240720112650 2024-07-20 11:32:17.739695300 AM,7/20/2024 11:32,3490431.8,220203.84,2670.858,USER,Fixed,Corrected,None,80, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.354,0.699,1.16, , , , 
 ,20240720112650 2024-07-20 11:37:11.860201600 AM,7/20/2024 11:37,3490050.479,220529.106,2669.227,USER,Fixed,Corrected,None,206, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:35:26.549922900 AM,7/20/2024 11:35,3490259.55,220357.457,2668.074,USER,Fixed,Corrected,None,164, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.096, , , , 
 ,20240720112650 2024-07-20 11:32:49.759578200 AM,7/20/2024 11:32,3490718.093,220061.919,2670.024,USER,Fixed,Corrected,None,96, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.282,0.664,1.096, , , , 
 ,20240720112650 2024-07-20 11:34:34.737042200 AM,7/20/2024 11:34,3489962.179,220471.834,2671.838,USER,Fixed,Corrected,None,143, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:37:07.850016100 AM,7/20/2024 11:37,3490014.636,220546.844,2668.687,USER,Fixed,Corrected,None,204, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:29:50.346701400 AM,7/20/2024 11:29,3490600.327,220087.017,2670.349,USER,Fixed,Corrected,None,11, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.375,0.705,1.18, , , , 
 ,20240720112650 2024-07-20 11:31:59.750783200 AM,7/20/2024 11:31:60 AM,3490270.89,220283.721,2670.809,USER,Fixed,Corrected,None,71, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.355,0.699,1.161, , , , 
 ,20240720112650 2024-07-20 11:30:18.325408700 AM,7/20/2024 11:30,3490350.038,220210.974,2671.333,USER,Fixed,Corrected,None,25, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.373,0.705,1.179, , , , 
 ,20240720112650 2024-07-20 11:35:02.531432900 AM,7/20/2024 11:35,3490044.686,220464.252,2671.134,USER,Fixed,Corrected,None,152, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720115140 2024-07-20 11:55:10.652488700 AM,7/20/2024 11:55,3490188.52,220596.585,2634.829,USER,Fixed,Corrected,None,26, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.431,0.728,1.232, , , , 
 ,20240720112650 2024-07-20 11:32:13.765334800 AM,7/20/2024 11:32,3490396.186,220221.417,2670.795,USER,Fixed,Corrected,None,78, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.354,0.699,1.16, , , , 
 ,20240720112650 2024-07-20 11:38:31.329380000 AM,7/20/2024 11:38,3490123.34,220526.686,2669.512,USER,Fixed,Corrected,None,239, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:36:19.405449400 AM,7/20/2024 11:36,3490228.677,220406.734,2669.901,USER,Fixed,Corrected,None,185, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:31:25.742250000 AM,7/20/2024 11:31,3489967.233,220434.123,2670.061,USER,Fixed,Corrected,None,54, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.357,0.699,1.162, , , , 
 ,20240720112650 2024-07-20 11:36:23.396337300 AM,7/20/2024 11:36,3490192.625,220424.521,2670.653,USER,Fixed,Corrected,None,187, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:16.333679400 AM,7/20/2024 11:30,3490367.853,220202.127,2671.038,USER,Fixed,Corrected,None,24, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.179, , , , 
 ,20240720115140 2024-07-20 11:55:52.236492400 AM,7/20/2024 11:55,3490044.572,220701.855,2636.311,USER,Fixed,Corrected,None,41, ,BYCODE(0), ,0.017,0.012,0.015,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.435,0.728,1.237, , , , 
 ,20240720112650 2024-07-20 11:36:57.186607800 AM,7/20/2024 11:36,3489973.521,220557.835,2670.444,USER,Fixed,Corrected,None,201, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:32.334943300 AM,7/20/2024 11:30,3490225.11,220273.116,2670.86,USER,Fixed,Corrected,None,32, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.373,0.705,1.178, , , , 
 ,20240720112650 2024-07-20 11:34:10.718733100 AM,7/20/2024 11:34,3490176.869,220365.136,2670.705,USER,Fixed,Corrected,None,131, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720115140 2024-07-20 11:55:02.667105400 AM,7/20/2024 11:55,3490117.205,220631.9,2634.425,USER,Fixed,Corrected,None,22, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.43,0.728,1.231, , , , 
 ,20240720112650 2024-07-20 11:38:35.345612800 AM,7/20/2024 11:38,3490087.257,220544.496,2669.768,USER,Fixed,Corrected,None,241, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:37:13.849839400 AM,7/20/2024 11:37,3490068.244,220520.276,2669.316,USER,Fixed,Corrected,None,207, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:33:07.773942000 AM,7/20/2024 11:33,3490682.801,220097.455,2669.802,USER,Fixed,Corrected,None,102, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.282,0.664,1.096, , , , 
 ,20240720112650 2024-07-20 11:39:19.430998600 AM,7/20/2024 11:39,3490162.504,220540.439,2669.238,USER,Fixed,Corrected,None,258, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.558,0.833,1.317, , , , 
 ,20240720112650 2024-07-20 11:39:25.438841600 AM,7/20/2024 11:39,3490215.93,220514.456,2668.875,USER,Fixed,Corrected,None,261, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.559,0.833,1.319, , , , 
 ,20240720112650 2024-07-20 11:38:37.337180400 AM,7/20/2024 11:38,3490069.47,220553.308,2669.89,USER,Fixed,Corrected,None,242, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:35:36.519397300 AM,7/20/2024 11:35,3490349.091,220313.404,2668.798,USER,Fixed,Corrected,None,169, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.096, , , , 
 ,20240720112650 2024-07-20 11:33:09.779941600 AM,7/20/2024 11:33,3490666.729,220109.556,2670.107,USER,Fixed,Corrected,None,103, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.282,0.664,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:52.322079900 AM,7/20/2024 11:30,3490046.425,220361.31,2671.15,USER,Fixed,Corrected,None,42, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.358,0.7,1.164, , , , 
 ,20240720115140 2024-07-20 11:55:12.670898200 AM,7/20/2024 11:55,3490206.445,220587.679,2634.877,USER,Fixed,Corrected,None,27, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.431,0.728,1.232, , , , 
 ,20240720112650 2024-07-20 11:30:48.332779400 AM,7/20/2024 11:30,3490082.278,220343.694,2670.836,USER,Fixed,Corrected,None,40, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.358,0.7,1.164, , , , 
 ,20240720112650 2024-07-20 11:33:46.736428300 AM,7/20/2024 11:33,3490391.071,220258.476,2670.382,USER,Fixed,Corrected,None,119, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:37:02.157183600 AM,7/20/2024 11:37,3489976.317,220565.3,2670.191,USER,Fixed,Corrected,None,202, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:36:17.376595500 AM,7/20/2024 11:36,3490246.989,220397.691,2669.65,USER,Fixed,Corrected,None,184, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720115140 2024-07-20 11:55:57.134264900 AM,7/20/2024 11:55,3490037.42,220705.841,2635.798,USER,Fixed,Corrected,None,42, ,BYCODE(0), ,0.017,0.012,0.015,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.436,0.728,1.237, , , , 
 ,20240720112650 2024-07-20 11:32:51.784581900 AM,7/20/2024 11:32,3490736.083,220052.844,2670.293,USER,Fixed,Corrected,None,97, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.282,0.664,1.096, , , , 
 ,20240720112650 2024-07-20 11:30:34.317995500 AM,7/20/2024 11:30,3490207.469,220281.849,2670.771,USER,Fixed,Corrected,None,33, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.373,0.705,1.178, , , , 
 ,20240720115140 2024-07-20 11:54:34.630511500 AM,7/20/2024 11:54,3490041.586,220636.217,2635.451,USER,Fixed,Corrected,None,13, ,BYCODE(0), ,0.016,0.012,0.014,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.446,0.729,1.248, , , , 
 ,20240720112650 2024-07-20 11:39:21.426601200 AM,7/20/2024 11:39,3490180.238,220531.55,2668.887,USER,Fixed,Corrected,None,259, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.559,0.833,1.318, , , , 
 ,20240720112650 2024-07-20 11:31:37.734862100 AM,7/20/2024 11:31,3490074.123,220381.151,2670.511,USER,Fixed,Corrected,None,60, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.356,0.699,1.162, , , , 
 ,20240720112650 2024-07-20 11:37:54.922678200 AM,7/20/2024 11:37,3490367.74,220371.938,2669.089,USER,Fixed,Corrected,None,224, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:29:56.335450600 AM,7/20/2024 11:29,3490546.948,220113.573,2670.587,USER,Fixed,Corrected,None,14, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.18, , , , 
 ,20240720115140 2024-07-20 11:55:14.660414900 AM,7/20/2024 11:55,3490224.121,220578.973,2634.872,USER,Fixed,Corrected,None,28, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.431,0.728,1.232, , , , 
 ,20240720115140 2024-07-20 11:55:21.653970700 AM,7/20/2024 11:55,3490238.775,220571.432,2634.593,USER,Fixed,Corrected,None,29, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.432,0.728,1.233, , , , 
 ,20240720112650 2024-07-20 11:32:01.742206600 AM,7/20/2024 11:32,3490288.63,220274.895,2670.749,USER,Fixed,Corrected,None,72, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.355,0.699,1.161, , , , 
 ,20240720115140 2024-07-20 11:56:01.087949000 AM,7/20/2024 11:56,3490045.593,220725.845,2635.826,USER,Fixed,Corrected,None,43, ,BYCODE(0), ,0.017,0.012,0.015,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.436,0.728,1.238, , , , 
 ,20240720112650 2024-07-20 11:36:21.405128000 AM,7/20/2024 11:36,3490210.461,220415.648,2670.374,USER,Fixed,Corrected,None,186, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:38:39.326716200 AM,7/20/2024 11:38,3490051.568,220562.169,2670.102,USER,Fixed,Corrected,None,243, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:34:26.745950700 AM,7/20/2024 11:34,3490033.437,220436.328,2672.278,USER,Fixed,Corrected,None,139, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:31:49.740175700 AM,7/20/2024 11:31,3490181.462,220328.067,2670.613,USER,Fixed,Corrected,None,66, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.356,0.699,1.161, , , , 
 ,20240720112650 2024-07-20 11:31:31.762652200 AM,7/20/2024 11:31,3490020.748,220407.582,2670.377,USER,Fixed,Corrected,None,57, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.356,0.699,1.162, , , , 
 ,20240720112650 2024-07-20 11:36:25.383727600 AM,7/20/2024 11:36,3490174.957,220433.356,2670.345,USER,Fixed,Corrected,None,188, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:37:15.841307400 AM,7/20/2024 11:37,3490086.175,220511.556,2669.436,USER,Fixed,Corrected,None,208, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:34:30.756032700 AM,7/20/2024 11:34,3489997.512,220454.083,2672.094,USER,Fixed,Corrected,None,141, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.097, , , , 
 ,20240720112650 2024-07-20 11:37:58.613693200 AM,7/20/2024 11:37,3490356.631,220391.146,2670.097,USER,Fixed,Corrected,None,225, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.279,0.66,1.096, , , , 
 ,20240720112650 2024-07-20 11:31:10.903450500 AM,7/20/2024 11:31,3489918.487,220425.108,2671.018,USER,Fixed,Corrected,None,50, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.357,0.7,1.163, , , , 
 ,20240720112650 2024-07-20 11:38:41.347392300 AM,7/20/2024 11:38,3490033.361,220571.214,2670.42,USER,Fixed,Corrected,None,244, ,BYCODE(0), ,0.014,0.012,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.278,0.659,1.095, , , , 
 ,20240720112650 2024-07-20 11:39:29.430027000 AM,7/20/2024 11:39,3490251.956,220496.425,2669.282,USER,Fixed,Corrected,None,263, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.56,0.833,1.319, , , , 
 ,20240720112650 2024-07-20 11:33:18.849664900 AM,7/20/2024 11:33,3490626.016,220141.261,2671.134,USER,Fixed,Corrected,None,106, ,BYCODE(0), ,0.013,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.096, , , , 
 ,20240720112650 2024-07-20 11:35:32.517779100 AM,7/20/2024 11:35,3490313.289,220330.993,2668.169,USER,Fixed,Corrected,None,167, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.096, , , , 
 ,20240720112650 2024-07-20 11:35:34.532064400 AM,7/20/2024 11:35,3490331.26,220322.205,2668.479,USER,Fixed,Corrected,None,168, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.096, , , , 
 ,20240720112650 2024-07-20 11:31:27.735822000 AM,7/20/2024 11:31,3489984.922,220425.343,2670.171,USER,Fixed,Corrected,None,55, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.357,0.699,1.162, , , , 
 ,20240720115140 2024-07-20 11:54:10.953851700 AM,7/20/2024 11:54,3490240.327,220537.379,2634.27,USER,Fixed,Corrected,None,2, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.443,0.729,1.245, , , , 
 ,20240720115140 2024-07-20 11:54:32.641097100 AM,7/20/2024 11:54,3490059.416,220627.445,2635.642,USER,Fixed,Corrected,None,12, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.446,0.729,1.248, , , , 
 ,20240720112650 2024-07-20 11:39:31.434150200 AM,7/20/2024 11:39,3490269.701,220487.758,2669.727,USER,Fixed,Corrected,None,264, ,BYCODE(0), ,0.016,0.01,0.013,0.019,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.561,0.833,1.32, , , , 
 ,20240720115140 2024-07-20 11:52:36.873667200 AM,7/20/2024 11:52,3490051.593,220713.026,2522.515,USER,Fixed,Corrected,None,1, ,BYCODE(0), ,0.016,0.013,0.015,0.021,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.433,0.729,1.233, , , , 
 ,20240720112650 2024-07-20 11:34:04.744932200 AM,7/20/2024 11:34,3490230.08,220338.615,2670.75,USER,Fixed,Corrected,None,128, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.663,1.097, , , , 
 ,20240720112650 2024-07-20 11:29:54.333715900 AM,7/20/2024 11:29,3490564.763,220104.675,2670.466,USER,Fixed,Corrected,None,13, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.374,0.705,1.18, , , , 
 ,20240720112650 2024-07-20 11:36:27.383503700 AM,7/20/2024 11:36,3490157.088,220442.215,2670.052,USER,Fixed,Corrected,None,189, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.28,0.661,1.096, , , , 
 ,20240720112650 2024-07-20 11:31:23.756689800 AM,7/20/2024 11:31,3489949.487,220442.938,2670.06,USER,Fixed,Corrected,None,53, ,BYCODE(0), ,0.014,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.357,0.699,1.162, , , , 
 ,20240720115140 2024-07-20 11:54:28.630861500 AM,7/20/2024 11:54,3490095.239,220609.572,2635.549,USER,Fixed,Corrected,None,10, ,BYCODE(0), ,0.016,0.012,0.014,0.02,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.445,0.729,1.248, , , , 
 ,20240720112650 2024-07-20 11:32:35.738781200 AM,7/20/2024 11:32,3490592.552,220124.129,2671.721,USER,Fixed,Corrected,None,89, ,BYCODE(0), ,0.014,0.011,0.013,0.017,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.353,0.698,1.159, , , , 
 ,20240720112650 2024-07-20 11:35:28.539156700 AM,7/20/2024 11:35,3490277.315,220348.53,2668.066,USER,Fixed,Corrected,None,165, ,BYCODE(0), ,0.013,0.011,0.013,0.018,         BYLAYER,  BYCODE, ,0,Vertical, , , , ,1.281,0.662,1.096, , , , 
